web-scraper-order,web-scraper-start-url,Pagination,Restoran Adı,Yorum Sayısı,Puan,Restoran Türü,Link,Link-href,Pagination2,Yorumlar
"1720074113-33","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Burası Belen Seyirtepe'den bile daha güzel ve mimarisi iyi yapılmış.Belen'de birşeyler içtik.Burada içeri giremedik.Sabah erkenden kimse yoktu.Zorkun yolunda 10 km gibi.Tesis çok güzel,alımlı ve havalı.Yemek fiyatlarını bilemedim.Dar gelirli iseniz önceden sorun.Dışardaki cafe'de birşeyler içtik,yüksek geldi.O kısmı geçersek,gördüğüm en iyi,en görkemli seyir terası,manzarasıda oldukça güzel.Fiyatlar için mesuliyet almıyacağım,ancak böylesine güzel bir yere mutlaka uğramalısınız.5 km daha çıkarsanız,çiftmazı tabiat parkı geliyor.10 km daha Zorkun yaylası."
"1720074113-34","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Bu bölgeyi gezdiğimiz tatilimiz sırasında kaldığımız yerin tavsiyesi üzerine uğradığımız mekan açıkçası bizi oldukça şaşırttı. Hem konumu hem de atmosferi oldukça iyi. Bunun ötesinde özellikle servis elemanları ve Selçuk Bey ilgi bakımından oldukça iyiydiler. Kendisi sohbet esnasında uzun dönem Bodrum’da çalıştığını belirtti ki buda servisin kaliteli oluşunu açıklıyor aslında. Kahvaltıya gelince zengin bir kahvaltısı var. Sıcaklar ve peynir çeşitleri epey fazla. Biz üç kişiydik ve iki kişilik kahvaltı+iki portakal suyu+menemen+kahve aldık ve toplam 115 verdik. Kahvaltısı fazlasıyla yetiyor zaten."
"1720074113-35","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Çalışanlar tecrübesiz çocuklar veya işini önemsemeyen insanlardan oluşuyor. İstediğimiz şeyleri 3 defa teyit ettiler, yine de eksik getirdiler. Kahvaltı yanına tost istedik gelmedi, çayı gidip biz hatırlattık kahvaltının sonuna doğru. Tuvaletler de kirliydi. Yanımızdaki pencereyi açın dedik yalandan itekleyip açamadılar, sonradan kendi çabamızla açtık vs vs..Yer güzel ama hizmet beklemeyin özetle."
"1720074113-36","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye'nin seyrine doyum olmayan eşsiz manzarası eşliğinde, yemyeşil çam araçları arasında bir mekan. En az manzarası kadar güzel ve lezzetli yemekleri ve hizmeti de cabası."
"1720074113-37","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","34. Seyir Tepe","14 yorum","5 baloncuk üzerinden 2,5","$$-$$$","5 baloncuk üzerinden 2,514 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d15710349-Reviews-Seyir_Tepe-Osmaniye_Osmaniye_Province.html#REVIEWS","","Açık büfe kahvaltısı mükemmel. Bir sürü peynir çeşidi, sebzeleri, garnitürle, omletleri, hele ki gözlemeleri...

Osmaniye manzarası ve temiz havası eşliğinde kahvaltıdan sonra güneşlenirken lezzetli türk kahvesinden yudumlamalısınız."
"1720074115-38","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","33. Dergah Lokantası","5 yorum","5 baloncuk üzerinden 3,0","Türk","5 baloncuk üzerinden 3,05 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3398559-Reviews-Dergah_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye'de ki en eski çorbacılardan birisi. Paça çorbası özellikle tavsiye edilir. En son 24 saat hizmet veriyordu ama şuan da ki çalışma saatleri hakkında bilgim bulunmuyor."
"1720074115-39","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","33. Dergah Lokantası","5 yorum","5 baloncuk üzerinden 3,0","Türk","5 baloncuk üzerinden 3,05 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3398559-Reviews-Dergah_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Temiz bir müessese, müşteriyle ilgilileri oldukça iyi fakat lahmacunu pek tatmin edici değil. Kullandıkları etin kalitesini arttırmalarını düşünüyorum."
"1720074115-40","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","33. Dergah Lokantası","5 yorum","5 baloncuk üzerinden 3,0","Türk","5 baloncuk üzerinden 3,05 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3398559-Reviews-Dergah_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Eski ve ortalama lezzet ve hizmete sahip bir işletme olup,Vasatı geçmeyecek bir yerdir.Terdihan gidilebilecek bir yer.Fiyatları makuldur."
"1720074115-41","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","33. Dergah Lokantası","5 yorum","5 baloncuk üzerinden 3,0","Türk","5 baloncuk üzerinden 3,05 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3398559-Reviews-Dergah_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Mekan temiz, servis hızlı, personel ilgili sayılır. Fiyatlar da makul. Adana kebap yedim, vasat diyebilirim ama porsiyonun ekmeği bol,rahatça doyurur. Aile yerini bilmiyorum ama alt katta oturunca paça çorbası kokusuna katlanabilirim diyorsanız tavsiye ederim."
"1720074115-42","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","33. Dergah Lokantası","5 yorum","5 baloncuk üzerinden 3,0","Türk","5 baloncuk üzerinden 3,05 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3398559-Reviews-Dergah_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","işkembesi ve paçası güzel. Ama kebeplar için aynı şey söylenemez.Tek başınıza gidebileceğiniz  mekan."
"1720074117-43","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","32. Dadaş Pide ve Lahmacun Salonu","1 yorum","5 baloncuk üzerinden 3,0","Türk","5 baloncuk üzerinden 3,01 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3403569-Reviews-Dadas_Pide_ve_Lahmacun_Salonu-Osmaniye_Osmaniye_Province.html#REVIEWS","","Fena bir yer değil.Pişirim için tercih edilebilir.Osmaniye Merkez Salı Pazarı karşısındadır.Lahmacun için denenebilir."
"1720074120-44","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","31. Osmaniye Bizim Ev Restaurant","2 yorum","5 baloncuk üzerinden 3,0","Türk","5 baloncuk üzerinden 3,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d9596098-Reviews-Osmaniye_Bizim_Ev_Restaurant-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye'nin yeni restaurantlarından bir tanesi. Öncelikle oraya gitmeden restaurantın internet sitesinden menüyü detaylı inceleyip seçiminizi kolaylaştırabiliyorsunuz. Salata çeşitleri gayet iyi , hatta Osmaniye'nin en iyisi diyebilirim. Hizmet gayet güzel , çalışanlar saygılı. Yemek esnasında mutlaka bir kaç defa yanınıza gelip herhangi bir isteğinizin olup olmadığını soruyorlar. Park problemi yok. Ayrıca fiyatlar Adana'daki bu tarz hizmet veren restaurantlarla kıyaslandığında  gayet makul. Kesinlikle bir şans vermenizi tavsiye ediyorum."
"1720074120-45","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa30-Osmaniye_Province.html","31. Osmaniye Bizim Ev Restaurant","2 yorum","5 baloncuk üzerinden 3,0","Türk","5 baloncuk üzerinden 3,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d9596098-Reviews-Osmaniye_Bizim_Ev_Restaurant-Osmaniye_Osmaniye_Province.html#REVIEWS","","Güzel bir mekan etleri güzel,servis berbat,çok acemiler,içerde çocuk oyun parkı var gürültüden kafamız şişti,ayrı bölüm yapabilirlerdi.İllaki kebep yemek isteyen ve gerisi mühim değil diyen gitsin."
"1720074122-46","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","30. Akın İskender Döner Salonu","4 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,04 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3434686-Reviews-Akin_Iskender_Doner_Salonu-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye standartlarina gore iyi bi yer,puani da osna gore veriyorum.Mekan kotu ama lezzeti iyi. Et doneri sandivic ekmeginde deneyin.Oyle sunum meze ilgi vs..beklemeyin. lezzetli et ekmeginizi yeyip cikin 25-30 yillik gecmisi vardir belki de. Bi kere dis cephesi degisti. Zaten Osmaniyede pek bi sey degismez :)"
"1720074122-47","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","30. Akın İskender Döner Salonu","4 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,04 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3434686-Reviews-Akin_Iskender_Doner_Salonu-Osmaniye_Osmaniye_Province.html#REVIEWS","","Yıllardır hizmet veren bir dönerci olup,Osmaniye de en iyi et döneri burada yiyebilirsiniz.Çok şık biryer olmamakla birlikte lezzeti iyidir."
"1720074122-48","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","30. Akın İskender Döner Salonu","4 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,04 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3434686-Reviews-Akin_Iskender_Doner_Salonu-Osmaniye_Osmaniye_Province.html#REVIEWS","","bir ac kez daha gitmiştim ama önceleri bu kadar kötü değildi şimdi epeyce dağılmış...döneri iyi pişirseler yakıyorlar pişirmeseler çiğ kalıyor...malesef....öyle de güzel bir yerde ki cok merkezi bir yerde..."
"1720074122-49","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","30. Akın İskender Döner Salonu","4 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,04 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3434686-Reviews-Akin_Iskender_Doner_Salonu-Osmaniye_Osmaniye_Province.html#REVIEWS","","Aile ile gidilebilecek bir mekan fakat hizmet maalesef çok zayıf. Ayrıca farklı pek bir lezzet yok, klasik döner ve iskender hepsi bu kadar. Çalışanlarında güleryüz yok, kalabaıktan dolayı siparişinizi sık sık hatırlatmak zorunda kalabilirsiniz."
"1720074124-50","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","28 Mayıs günü Anamur şubesine uğradık yasaklar olduğundan oturma şansımız olmadı önceki yıllarda çok uğradık bu mekana dondurma aldık çok beğendik künefeci ve kızarmış dondurması çok guzel"
"1720074124-51","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Daha önce de bir çok kez gittim ama artık eskisi gibi değil bozmuşlar. Özellikle dondurmayı hep burdan alırım ama bu son gittiğimiz çok kötüydü."
"1720074124-52","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","20/28 Mayıs 2019 tarihlerinde bu pastanenin arsuz şubesine nerdeyse her akşam uğradık kunefe dondurmalı yedik dondurma yedik en güzeli kizarmis dondurma güzel bir mekan"
"1720074124-53","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Ürünleri taze ve lezzetli.   Dondurması meyve tadında. Yaş pastasının keki lezzetli. Kalitesine göre pahalı değil. Tavsiye ederim"
"1720074124-54","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Edem, bir zamanlar vazgeçilmez mekanlarımdandı.Tatlı,pasta ve dondurma denince vazgeçilmezimdi.Derken bir gün meyveli dondurmalardan kivili olan bozuk çıktı,derken bir gün kazandibi.Soyledim yetkililere özür dilediler, olabilir dedim yine de devam ettim.Bardağı taşıran son damla şoklu meyveli dondurmalardan çıkan birkaç kara sinek oldu.O dakika bitti benim için Edem. Dondurmalarında glukoz kullanmadıkları mı soyleselerde sattıkları paket dondurmanın içeriğinde glukoz şurubu yazıyor.Daha ne diyeyim, berbat ötesi oldu maalesef."
"1720074124-55","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Mekan olarak Osmaniye de gidilecek güzel bir yer fakat pastane Cafe olarak hizmet veren bir yere paça ve çorba koymaları mekanın havasını bozuyor"
"1720074124-56","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Herkesin pahali diye gitmediği bir mekan ama pahali degil sadece bizim insanimiz alismis ucuz ve kötü yiyeceğe neden mi osmaniye de 2 ay kaldim ve tatli konusu benim için önemli bir aldim iki aldim gelen tadina bakti giden tadina bakti herkez ordan almaya basladi ki tadini bilenler de vazgeçmiyor buradan. Ayrica fistikli baklava da olmasi gereken fiyatta"
"1720074124-57","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Bi çay 2.5 liramı olur bee nesli tükenen çay sanki kolayı çay yerine koyuyolar bu kadarda kazık olmaz"
"1720074124-58","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Edem Pastanesi yıllardır Osmaniye de hizmet veren oldukça güzel ve lezzetli pastalara sahip şık döşenmiş,açık havada da oturma imkanı olan güzel bir yerdir.Osmaniye için pasta konusunda vazgeçilmezdir.Tavsiye ederim."
"1720074124-59","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Edem akdenizde cok şubesi olan bir pastane ama osmaniyedeki şubesi gerçekten vasat...değişik bir havası var içeriye girince...çalışanlar niye geldiniz der gibi bakıyor....bu gercekten daha kapıdan girişte canınızı sıkıyor...ama arkada bir bahcesi var..o kısmı otantik olmus..acık havada oturabiliyorsunuz tabi sigaradan etkilenmiyorsanız..."
"1720074124-60","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","29. Edem Pastanesi","11 yorum","5 baloncuk üzerinden 3,0","","5 baloncuk üzerinden 3,011 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3577728-Reviews-Edem_Pastanesi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Edem Pastaneleri Osmaniye'de bir arkadaşınızla oturabileceğiniz hoşça vakit geçirebileceğiniz bir mekan. Misafirleriniz ile hiç düşünmeden gidebileceğiniz nezih bir ortamı var."
"1720074126-61","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","28. Hanzade Cafe Osmaniye","1 yorum","5 baloncuk üzerinden 4,0","Kafe","5 baloncuk üzerinden 4,01 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d4604061-Reviews-Hanzade_Cafe_Osmaniye-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye de ailecek gidebileceğiniz veya misafir ağırlayabileceğiniz bir mekan. Yeri kolay, merkezde. Temiz bir restoran. Garsonlar kibar. Kaburga kebabı lezzetli. Çay ve cevizli kabak tatlısı ikram edildi yemekten sonra.çocuklar için küçük bir oyun alanı da var. Fiyat performans olarak makul seviyede. 4 kişi 135 TL hesap ödedik. Tavsiye ederim."
